contrato,fatura_on_line,metodo_pagamento,gasto_mensal,gasto_total,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,tv_cabo,streaming_filmes,servico_telefone,multiplas_linhas,genero,idoso_maior_65,possui_parceira,dependentes,tempo_contrato,id_cliente,evadido,compras_diarias,evadido_numerico
month-to-month,1,credit card (automatic),89.3,4016.85,fiber optic,0,1,0,0,yes,no,1,1,female,0,0,0,45,2869-adawr,1,2.9766666666666666,1
month-to-month,1,electronic check,84.85,3303.05,fiber optic,0,0,1,1,no,no,1,1,female,0,1,1,40,2873-zliwt,1,2.828333333333333,1
month-to-month,1,electronic check,105.1,3634.8,fiber optic,0,1,1,1,yes,yes,1,0,female,0,0,0,34,2874-yxvva,0,3.503333333333333,0
month-to-month,1,electronic check,85.95,1215.65,fiber optic,0,0,0,0,no,yes,1,1,female,0,0,0,13,2876-gzyzc,0,2.865,0
month-to-month,1,mailed check,20.25,20.25,no,0,0,0,0,no internet service,no internet service,1,0,female,0,0,0,1,2876-vbbbl,1,0.675,1
one year,0,mailed check,40.9,1383.6,dsl,0,0,0,1,yes,no,0,0,female,0,1,1,35,2877-vduer,0,1.3633333333333333,0
one year,0,electronic check,19.9,666.0,no,0,0,0,0,no internet service,no internet service,1,0,male,0,1,1,35,2878-dhmin,0,0.6633333333333333,0
two year,1,credit card (automatic),102.65,7550.3,fiber optic,1,1,1,0,no,yes,1,1,male,1,1,0,72,2878-rmwxy,0,3.421666666666667,0
month-to-month,1,electronic check,74.2,140.1,fiber optic,0,0,1,0,no,no,1,0,male,1,1,0,2,2880-fpnae,0,2.4733333333333336,0
month-to-month,0,bank transfer (automatic),19.45,227.45,no,0,0,0,0,no internet service,no internet service,1,0,female,0,0,0,12,2882-ddzpg,0,0.6483333333333333,0
two year,1,bank transfer (automatic),75.75,5388.15,dsl,1,1,1,1,yes,no,1,0,male,0,1,1,69,2882-wdtba,0,2.525,0
month-to-month,1,bank transfer (automatic),104.9,5913.95,fiber optic,0,1,0,1,yes,yes,1,1,male,1,0,0,57,2883-ilgwo,0,3.496666666666667,0
month-to-month,1,electronic check,70.3,2416.55,fiber optic,0,0,0,0,no,no,1,0,female,0,1,0,35,2884-gbpfb,1,2.3433333333333333,1
two year,0,bank transfer (automatic),86.9,6194.1,dsl,1,0,1,1,yes,yes,1,1,male,0,1,1,69,2885-hijdh,0,2.896666666666667,0
one year,1,electronic check,107.5,6873.75,fiber optic,0,1,1,0,yes,yes,1,1,female,0,1,0,63,2886-kefum,1,3.5833333333333335,1
month-to-month,0,bank transfer (automatic),45.2,1841.9,dsl,0,0,0,0,no,no,1,0,female,0,0,1,41,2887-jpylu,0,1.5066666666666668,0
two year,1,bank transfer (automatic),21.3,1041.8,no,0,0,0,0,no internet service,no internet service,1,0,female,0,1,1,47,2888-adfao,0,0.7100000000000001,0
one year,1,bank transfer (automatic),117.8,8684.8,fiber optic,1,1,1,1,yes,yes,1,1,male,0,1,0,72,2889-fpwrm,1,3.9266666666666667,1
one year,0,credit card (automatic),79.85,4786.1,dsl,1,1,1,1,no,yes,1,1,female,0,0,0,59,2890-wfbhu,0,2.6616666666666666,0
two year,0,mailed check,19.35,309.25,no,0,0,0,0,no internet service,no internet service,1,0,female,0,1,1,18,2892-gesul,0,0.645,0
month-to-month,1,bank transfer (automatic),34.0,853.0,dsl,0,0,0,0,yes,no,0,0,female,0,1,0,25,2894-qojrx,1,1.1333333333333333,1
one year,0,electronic check,80.8,3132.75,fiber optic,0,1,1,0,no,no,1,0,male,0,1,0,40,2896-tbnbe,0,2.6933333333333334,0
month-to-month,1,electronic check,69.8,146.65,fiber optic,0,0,0,0,no,no,1,0,male,0,0,0,2,2897-dovnd,0,2.3266666666666667,0
one year,1,electronic check,55.95,1157.05,dsl,1,0,1,0,yes,yes,0,0,female,0,1,1,21,2898-lsjgd,1,1.865,1
one year,1,credit card (automatic),101.05,6770.5,fiber optic,0,1,0,0,yes,yes,1,1,male,0,1,1,68,2898-mrkpi,0,3.368333333333333,0
two year,1,credit card (automatic),19.55,1462.05,no,0,0,0,0,no internet service,no internet service,1,0,female,1,1,0,70,2900-phpln,0,0.6516666666666667,0
month-to-month,0,electronic check,44.55,44.55,dsl,0,0,0,0,no,no,1,0,male,0,1,1,1,2903-yytbw,0,1.4849999999999999,0
two year,1,bank transfer (automatic),84.05,6052.25,fiber optic,1,1,0,0,no,no,1,1,female,0,1,0,72,2904-gguaz,0,2.8016666666666667,0
month-to-month,1,credit card (automatic),70.4,154.8,fiber optic,0,0,0,0,no,no,1,0,female,0,1,0,2,2905-kfquv,0,2.3466666666666667,0
one year,0,mailed check,20.6,233.9,no,0,0,0,0,no internet service,no internet service,1,0,female,0,1,1,11,2907-iljbn,0,0.6866666666666668,0
two year,1,credit card (automatic),24.95,1468.9,no,0,0,0,0,no internet service,no internet service,1,1,female,0,1,1,56,2908-wgaxl,0,0.8316666666666667,0
month-to-month,1,bank transfer (automatic),34.85,1267.2,dsl,0,1,0,1,no,no,0,0,female,0,0,0,36,2908-ztpnf,0,1.1616666666666666,0
one year,1,bank transfer (automatic),90.6,3358.65,dsl,1,1,1,1,yes,yes,1,1,male,0,0,0,37,2911-ijorq,0,3.02,0
month-to-month,0,electronic check,55.9,2184.35,dsl,1,0,1,0,yes,yes,0,0,female,0,1,0,39,2911-urefd,1,1.8633333333333333,1
month-to-month,1,credit card (automatic),80.55,1406.65,fiber optic,0,0,1,0,no,no,1,1,male,0,0,1,18,2911-wdxmv,0,2.685,0
month-to-month,1,electronic check,84.75,1651.95,fiber optic,1,0,1,0,no,no,1,1,male,0,0,0,19,2916-bqzln,0,2.825,0
month-to-month,1,bank transfer (automatic),76.65,333.6,fiber optic,0,1,0,0,no,no,1,0,female,0,0,0,4,2919-hbcjo,1,2.555,1
month-to-month,1,credit card (automatic),69.95,69.95,fiber optic,0,0,0,0,no,no,1,0,male,0,1,1,1,2920-rncez,0,2.3316666666666666,0
month-to-month,1,electronic check,83.45,3147.15,fiber optic,1,0,0,0,no,yes,1,0,female,1,1,0,38,2921-xwdjh,0,2.7816666666666667,0
one year,1,mailed check,19.7,0.0,no,0,0,0,0,no internet service,no internet service,1,0,male,0,1,1,0,2923-arzlg,0,0.6566666666666666,0
one year,1,electronic check,100.55,5514.95,fiber optic,1,0,0,0,yes,yes,1,1,male,0,1,0,56,2924-khuvi,0,3.3516666666666666,0
one year,1,credit card (automatic),68.95,2038.7,dsl,0,1,1,0,yes,no,1,1,female,0,0,0,30,2925-mxlsx,0,2.2983333333333333,0
two year,0,credit card (automatic),88.7,6501.35,dsl,1,1,1,1,yes,yes,1,1,male,0,1,1,72,2925-vdzhy,0,2.9566666666666666,0
one year,1,bank transfer (automatic),20.2,140.95,no,0,0,0,0,no internet service,no internet service,1,0,female,0,0,0,8,2926-jejjc,0,0.6733333333333333,0
two year,1,bank transfer (automatic),104.05,5566.4,fiber optic,1,1,1,1,no,yes,1,1,female,0,1,1,53,2927-cvult,0,3.4683333333333333,0
one year,1,electronic check,94.65,4312.5,fiber optic,0,1,1,0,yes,no,1,1,male,0,1,0,46,2927-qrrqv,0,3.1550000000000002,0
month-to-month,0,mailed check,20.7,112.75,no,0,0,0,0,no internet service,no internet service,1,0,female,0,0,0,6,2928-hldba,0,0.69,0
month-to-month,1,electronic check,94.2,777.3,fiber optic,0,0,1,0,yes,yes,1,0,female,0,1,1,8,2929-ercfz,1,3.14,1
one year,1,electronic check,98.25,5508.35,fiber optic,0,1,0,0,yes,yes,1,1,female,0,1,0,56,2929-qnsrw,1,3.275,1
month-to-month,0,credit card (automatic),65.25,1994.3,dsl,1,0,1,1,no,no,1,1,female,0,0,0,31,2930-uotmb,1,2.175,1
month-to-month,1,electronic check,59.9,788.35,dsl,0,1,0,0,yes,no,1,0,male,1,0,0,13,2931-fsohn,0,1.9966666666666666,0
month-to-month,1,credit card (automatic),110.1,4469.1,fiber optic,1,1,0,1,yes,yes,1,1,male,0,1,1,40,2931-svltv,0,3.67,0
one year,1,electronic check,94.05,5483.9,fiber optic,1,1,1,1,no,no,1,1,female,1,1,0,59,2931-vuvjn,0,3.135,0
one year,0,mailed check,103.05,5153.5,fiber optic,0,0,1,1,yes,yes,1,0,female,0,1,1,50,2931-xiqbr,0,3.435,0
month-to-month,1,mailed check,24.4,36.55,dsl,0,0,0,0,no,no,0,0,female,0,1,1,2,2933-filnv,1,0.8133333333333332,1
two year,0,mailed check,79.2,3593.8,dsl,1,0,1,0,yes,yes,1,1,female,0,0,0,46,2933-xeujm,0,2.64,0
month-to-month,0,electronic check,64.8,1166.7,dsl,1,0,0,0,no,yes,1,1,female,0,0,1,18,2937-fthur,0,2.1599999999999997,0
month-to-month,1,mailed check,33.45,1175.85,dsl,0,0,1,1,no,no,0,0,female,0,0,0,35,2946-kiqsp,0,1.115,0
month-to-month,0,mailed check,50.6,50.6,dsl,1,0,0,0,no,no,1,0,male,0,0,1,1,2947-domlj,1,1.6866666666666668,1
month-to-month,0,credit card (automatic),80.8,332.45,fiber optic,0,0,0,1,no,no,1,1,male,0,0,1,4,2951-qoqtk,1,2.6933333333333334,1
month-to-month,1,electronic check,85.3,424.15,fiber optic,0,1,1,0,no,no,1,1,male,0,0,0,5,2952-qayzf,1,2.8433333333333333,1
two year,1,credit card (automatic),64.15,4254.1,dsl,1,0,1,1,no,no,1,1,female,0,1,1,69,2954-pibko,0,2.1383333333333336,0
month-to-month,0,electronic check,80.85,1400.85,fiber optic,0,0,0,0,yes,no,1,0,male,0,1,1,17,2955-bjzhg,1,2.695,1
month-to-month,1,bank transfer (automatic),20.2,20.2,no,0,0,0,0,no internet service,no internet service,1,0,female,0,0,0,1,2955-psxoe,1,0.6733333333333333,1
month-to-month,1,electronic check,78.85,1772.25,fiber optic,1,0,0,0,no,no,1,1,male,1,1,0,24,2956-ggucq,1,2.628333333333333,1
month-to-month,0,electronic check,50.8,50.8,dsl,0,1,0,0,no,no,1,0,male,0,0,0,1,2956-mhlsx,,1.6933333333333331,2
one year,0,electronic check,84.45,4959.15,fiber optic,0,0,0,0,yes,no,1,1,female,1,0,0,62,2957-jirmn,0,2.815,0
month-to-month,1,bank transfer (automatic),45.4,518.9,dsl,0,0,0,0,no,no,1,0,male,0,0,0,12,2957-lolho,1,1.5133333333333332,1
month-to-month,0,electronic check,20.85,473.9,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,0,23,2958-nhpps,0,0.6950000000000001,0
month-to-month,1,bank transfer (automatic),50.9,2333.85,dsl,1,0,0,0,yes,yes,0,0,female,0,1,1,45,2959-eexwb,0,1.6966666666666665,0
month-to-month,1,credit card (automatic),85.3,781.4,fiber optic,0,0,1,0,no,yes,1,0,female,0,0,0,9,2959-fenlu,0,2.8433333333333333,0
month-to-month,1,electronic check,80.35,307.4,fiber optic,0,0,0,0,yes,no,1,0,male,0,1,0,4,2959-mjhic,1,2.6783333333333332,1
month-to-month,1,electronic check,85.95,2107.15,fiber optic,0,1,1,1,no,no,1,0,male,0,0,0,24,2960-nkrso,0,2.865,0
two year,1,credit card (automatic),25.95,1801.9,no,0,0,0,0,no internet service,no internet service,1,1,female,0,1,0,71,2961-vnfkl,0,0.865,0
month-to-month,1,electronic check,45.15,98.5,dsl,0,0,0,0,no,no,1,0,male,0,0,0,2,2962-xpmcq,1,1.505,1
one year,0,mailed check,18.8,18.8,no,0,0,0,0,no internet service,no internet service,1,0,male,0,1,1,1,2967-mxrav,0,0.6266666666666667,0
month-to-month,1,electronic check,100.6,1060.2,fiber optic,0,0,1,0,yes,yes,1,1,female,0,0,0,10,2968-ssgaa,1,3.353333333333333,1
month-to-month,0,electronic check,51.4,96.8,dsl,0,1,0,0,yes,yes,0,0,female,0,0,0,2,2969-qwubz,0,1.7133333333333334,0
one year,0,credit card (automatic),60.5,3870.0,dsl,1,1,0,1,no,no,1,0,female,0,0,0,67,2969-vapyh,0,2.0166666666666666,0
one year,0,electronic check,69.45,477.05,dsl,1,1,1,0,yes,no,1,0,female,0,1,1,7,2969-wghqo,0,2.315,0
month-to-month,1,electronic check,78.75,995.35,dsl,1,0,1,0,yes,yes,1,1,female,0,0,0,13,2971-sgafl,0,2.625,0
one year,0,electronic check,94.7,5468.95,fiber optic,0,1,0,1,no,yes,1,1,female,0,0,0,57,2972-ydyuw,0,3.1566666666666667,0
month-to-month,1,credit card (automatic),91.95,3301.05,fiber optic,0,1,0,0,yes,no,1,1,female,1,1,0,36,2974-gguxs,0,3.065,0
two year,1,credit card (automatic),90.05,5965.95,dsl,1,1,1,1,yes,yes,1,1,female,0,0,0,66,2977-cebsx,0,3.0016666666666665,0
month-to-month,1,mailed check,59.05,1253.5,dsl,1,0,0,1,no,no,1,1,female,0,0,0,22,2978-xxsog,0,1.9683333333333333,0
month-to-month,0,electronic check,94.4,1607.2,fiber optic,1,0,1,0,yes,no,1,1,female,0,1,1,17,2979-sxese,1,3.146666666666667,1
month-to-month,1,mailed check,74.45,74.45,fiber optic,0,0,0,0,no,no,1,1,female,1,0,0,1,2982-ihmft,1,2.481666666666667,1
month-to-month,1,electronic check,94.0,1078.9,fiber optic,0,0,0,0,yes,yes,1,1,female,0,1,0,11,2982-vpsgi,1,3.1333333333333333,1
month-to-month,1,bank transfer (automatic),73.55,145.4,fiber optic,0,1,0,0,no,no,1,0,female,0,1,1,2,2983-zanrp,1,2.4516666666666667,1
month-to-month,0,electronic check,95.4,293.15,fiber optic,0,1,0,0,yes,yes,1,0,female,0,0,0,3,2984-afwnc,0,3.18,0
month-to-month,1,bank transfer (automatic),74.8,321.9,fiber optic,0,0,1,0,no,no,1,0,male,0,0,0,4,2984-miizl,1,2.493333333333333,1
two year,0,bank transfer (automatic),19.75,1375.4,no,0,0,0,0,no internet service,no internet service,1,0,female,0,1,1,69,2984-rgeya,0,0.6583333333333333,0
two year,1,credit card (automatic),104.9,7732.65,fiber optic,1,1,1,1,no,yes,1,1,male,0,1,1,72,2984-tbyku,0,3.496666666666667,0
month-to-month,1,electronic check,93.5,2341.55,fiber optic,0,0,0,0,yes,yes,1,1,female,0,0,0,23,2985-fmwyf,0,3.1166666666666667,0
month-to-month,1,electronic check,74.55,3015.75,dsl,0,0,1,0,yes,yes,1,1,male,0,1,1,40,2985-juubz,0,2.485,0
two year,0,mailed check,84.7,5991.05,dsl,1,1,1,0,yes,yes,1,1,female,0,0,0,70,2987-bjxik,0,2.8233333333333333,0
month-to-month,1,electronic check,90.85,6470.1,fiber optic,1,0,0,0,no,yes,1,1,female,1,1,0,70,2988-gbivw,0,3.0283333333333333,0
one year,1,electronic check,69.95,220.45,dsl,0,0,1,0,yes,yes,1,0,female,0,0,0,3,2988-plahs,0,2.3316666666666666,0
two year,1,credit card (automatic),110.05,7430.75,fiber optic,1,1,1,0,yes,yes,1,1,male,0,0,0,69,2988-qrajy,0,3.6683333333333334,0
month-to-month,1,electronic check,89.5,573.3,fiber optic,0,0,0,0,yes,yes,1,0,female,0,0,0,6,2990-hwiml,1,2.9833333333333334,1
two year,0,bank transfer (automatic),92.0,6632.75,dsl,1,1,1,1,yes,yes,1,1,male,0,0,0,72,2990-iajsv,0,3.066666666666667,0
two year,0,bank transfer (automatic),86.15,5883.85,dsl,0,1,1,1,yes,yes,1,1,female,0,1,0,67,2990-ogytd,0,2.871666666666667,0
one year,1,mailed check,53.95,2375.4,dsl,0,1,1,0,yes,yes,0,0,male,0,0,0,44,2991-okaxw,,1.7983333333333333,2
one year,1,credit card (automatic),99.2,4062.2,fiber optic,0,1,0,1,yes,yes,1,0,female,1,1,0,40,2995-uprys,1,3.3066666666666666,1
two year,1,bank transfer (automatic),24.9,467.7,no,0,0,0,0,no internet service,no internet service,1,1,female,0,1,1,19,2995-ywtcd,0,0.83,0
two year,1,mailed check,40.05,2799.75,dsl,0,0,0,1,no,yes,0,0,male,0,0,0,70,2996-xauvf,0,1.335,0
two year,0,credit card (automatic),71.05,1524.85,dsl,1,1,0,1,yes,no,1,0,female,0,0,0,21,2999-aanrq,0,2.368333333333333,0
month-to-month,1,electronic check,104.9,3351.55,fiber optic,0,0,1,1,yes,yes,1,1,male,1,1,0,32,3001-cbhlq,1,3.496666666666667,1
month-to-month,1,electronic check,103.95,2964.8,fiber optic,0,0,1,0,yes,yes,1,1,male,1,1,1,29,3001-unbtl,0,3.4650000000000003,0
month-to-month,1,electronic check,74.2,1993.25,fiber optic,0,0,0,0,no,no,1,1,female,0,0,0,29,3002-wqzwt,0,2.4733333333333336,0
month-to-month,1,electronic check,95.15,2395.7,fiber optic,0,0,0,1,yes,yes,1,0,female,0,1,0,25,3003-cmduu,0,3.171666666666667,0
month-to-month,1,electronic check,98.8,5617.75,fiber optic,1,0,0,0,yes,yes,1,1,male,1,0,0,55,3005-nfmta,1,3.2933333333333334,1
month-to-month,1,credit card (automatic),103.65,5676.65,fiber optic,0,1,1,0,yes,yes,1,1,female,0,1,0,55,3005-tyfrd,0,3.455,0
month-to-month,1,bank transfer (automatic),94.2,193.8,fiber optic,0,0,0,0,yes,yes,1,1,female,0,0,1,2,3006-ximln,1,3.14,1
month-to-month,1,bank transfer (automatic),20.7,39.85,no,0,0,0,0,no internet service,no internet service,1,0,female,0,0,0,2,3007-fdpea,0,0.69,0
two year,0,mailed check,25.6,485.9,no,0,0,0,0,no internet service,no internet service,1,1,female,0,1,1,19,3007-kyunz,,0.8533333333333334,2
one year,1,electronic check,96.75,6125.4,fiber optic,0,0,1,0,yes,yes,1,1,male,0,0,0,62,3009-jwmpu,1,3.225,1
month-to-month,1,electronic check,20.0,377.55,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,1,19,3011-wqksz,0,0.6666666666666666,0
month-to-month,0,electronic check,75.6,661.55,fiber optic,1,0,0,0,no,no,1,0,male,0,0,0,9,3012-oalwm,,2.52,2
month-to-month,0,mailed check,20.65,158.95,no,0,0,0,0,no internet service,no internet service,1,0,female,0,1,1,7,3012-vffmn,0,0.6883333333333332,0
month-to-month,1,credit card (automatic),75.3,2263.4,fiber optic,0,0,1,0,no,no,1,0,male,0,1,0,29,3014-wjksm,0,2.51,0
month-to-month,0,mailed check,33.75,1009.25,dsl,0,0,0,0,yes,no,0,0,male,0,1,0,29,3016-ksvcp,0,1.125,0
month-to-month,0,mailed check,19.55,19.55,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,0,1,3018-dzhfe,,0.6516666666666667,2
month-to-month,0,bank transfer (automatic),81.7,858.6,fiber optic,1,0,1,0,no,no,1,0,male,0,0,0,12,3018-tftsu,1,2.7233333333333336,1
one year,1,credit card (automatic),70.8,3478.15,dsl,1,0,1,1,yes,no,1,0,female,0,0,1,50,3021-vlnrj,0,2.36,0
two year,1,bank transfer (automatic),111.2,7530.8,fiber optic,0,1,1,1,yes,yes,1,1,male,0,1,1,67,3022-bexhz,0,3.7066666666666666,0
month-to-month,0,credit card (automatic),86.15,2745.7,fiber optic,0,0,0,0,no,yes,1,1,female,0,1,1,33,3023-gflbr,1,2.871666666666667,1
one year,0,bank transfer (automatic),75.1,2658.8,dsl,1,1,0,0,yes,yes,1,0,female,0,1,1,37,3026-atzyv,0,2.503333333333333,0
two year,0,credit card (automatic),25.0,1584.8,no,0,0,0,0,no internet service,no internet service,1,1,female,0,1,0,64,3027-ynwzu,0,0.8333333333333334,0
month-to-month,1,electronic check,89.9,89.9,fiber optic,0,0,0,0,yes,yes,1,0,male,0,0,0,1,3027-ztdho,1,2.996666666666667,1
month-to-month,1,electronic check,74.85,572.45,fiber optic,0,0,0,0,no,no,1,1,male,0,0,0,8,3030-ydnrm,0,2.4949999999999997,0
month-to-month,0,mailed check,44.95,431.0,dsl,0,0,0,0,no,no,1,0,male,0,0,0,9,3030-yzadt,1,1.4983333333333335,1
month-to-month,0,mailed check,20.05,20.05,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,0,1,3030-zkiwl,0,0.6683333333333333,0
one year,0,mailed check,34.7,1604.5,dsl,0,1,1,0,no,no,0,0,female,0,1,0,48,3034-zbeqn,1,1.1566666666666667,1
month-to-month,1,bank transfer (automatic),66.15,2522.4,dsl,1,1,1,0,no,no,1,1,female,0,0,0,38,3038-pqiuy,0,2.205,0
month-to-month,0,bank transfer (automatic),20.2,50.6,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,1,3,3039-mjsln,0,0.6733333333333333,0
month-to-month,0,bank transfer (automatic),19.9,601.55,no,0,0,0,0,no internet service,no internet service,1,0,female,0,0,0,32,3043-sudua,0,0.6633333333333333,0
month-to-month,0,mailed check,60.65,196.9,dsl,0,0,0,1,no,yes,1,0,male,0,0,0,3,3043-tybno,0,2.0216666666666665,0
month-to-month,1,electronic check,94.85,953.45,fiber optic,0,1,1,0,no,yes,1,1,female,0,0,0,10,3045-xetsh,1,3.1616666666666666,1
month-to-month,0,mailed check,85.8,85.8,fiber optic,0,0,0,0,no,yes,1,1,female,0,0,0,1,3049-ndxfl,1,2.86,1
month-to-month,1,electronic check,95.2,292.85,fiber optic,0,0,0,0,yes,yes,1,1,female,0,1,0,3,3049-solay,1,3.1733333333333333,1
month-to-month,1,credit card (automatic),34.8,113.95,dsl,0,0,0,0,yes,no,0,0,female,0,0,0,3,3050-gbush,0,1.16,0
two year,0,credit card (automatic),81.25,4620.4,dsl,1,1,1,1,yes,no,1,1,female,0,1,1,56,3050-rllxc,0,2.7083333333333335,0
month-to-month,1,mailed check,24.6,190.1,dsl,0,0,0,0,no,no,0,0,male,0,0,0,9,3055-mjdsb,0,0.8200000000000001,0
month-to-month,1,credit card (automatic),73.8,4003.85,fiber optic,0,1,0,0,no,no,1,0,female,1,0,0,53,3055-oymse,0,2.46,0
one year,0,credit card (automatic),58.55,3503.5,dsl,0,0,1,0,no,yes,1,0,female,0,0,0,63,3055-vtcgs,0,1.9516666666666667,0
two year,0,mailed check,55.25,1924.1,dsl,1,0,0,0,no,no,1,1,male,0,0,0,35,3057-vjjqe,0,1.8416666666666666,0
one year,1,electronic check,102.6,4213.35,fiber optic,0,0,1,1,yes,yes,1,1,male,0,1,1,41,3058-hjcuy,1,3.42,1
month-to-month,1,bank transfer (automatic),25.15,331.85,dsl,0,0,0,0,no,no,0,0,male,0,0,0,13,3058-wqdre,0,0.8383333333333333,0
month-to-month,0,mailed check,69.2,944.65,dsl,1,1,0,0,no,yes,1,1,male,0,1,1,14,3059-ngmxb,0,2.3066666666666666,0
month-to-month,0,mailed check,19.9,283.75,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,0,14,3061-bckyi,0,0.6633333333333333,0
month-to-month,1,electronic check,93.8,4539.35,fiber optic,1,1,0,0,no,yes,1,1,female,0,1,1,51,3062-icyzq,0,3.1266666666666665,0
month-to-month,1,electronic check,55.4,55.4,dsl,0,0,0,0,no,yes,1,0,female,0,0,0,1,3063-qfszl,1,1.8466666666666667,1
month-to-month,1,mailed check,69.95,69.95,fiber optic,0,0,0,0,no,no,1,0,female,0,0,0,1,3066-rrjio,1,2.3316666666666666,1
one year,0,bank transfer (automatic),55.9,3848.8,dsl,1,0,0,1,no,no,1,0,female,0,1,0,68,3067-svmtc,0,1.8633333333333333,0
month-to-month,1,electronic check,88.8,88.8,fiber optic,0,0,1,0,yes,no,1,1,male,1,0,0,1,3068-omwza,1,2.96,1
one year,0,mailed check,25.85,25.85,dsl,0,0,0,0,no,no,0,0,female,0,0,0,1,3069-ssvsn,0,0.8616666666666667,0
two year,1,electronic check,99.65,5941.05,fiber optic,0,1,1,0,yes,yes,1,0,female,0,0,0,60,3070-bdoqc,0,3.3216666666666668,0
month-to-month,0,mailed check,73.75,545.15,fiber optic,0,0,0,0,no,no,1,1,male,1,0,0,7,3070-dveyc,1,2.4583333333333335,1
two year,0,bank transfer (automatic),20.4,478.75,no,0,0,0,0,no internet service,no internet service,1,0,female,0,1,1,23,3070-fnfzq,0,0.6799999999999999,0
two year,0,bank transfer (automatic),82.3,5815.15,dsl,1,1,1,1,yes,no,1,1,male,0,1,1,72,3071-mvjcd,0,2.743333333333333,0
month-to-month,0,electronic check,89.85,248.4,fiber optic,1,1,0,0,yes,no,1,0,male,0,1,1,3,3071-vbypo,0,2.9949999999999997,0
month-to-month,1,bank transfer (automatic),75.9,357.75,fiber optic,0,0,0,0,no,no,1,1,male,0,0,0,5,3074-gqwyx,1,2.5300000000000002,1
month-to-month,0,mailed check,19.7,113.5,no,0,0,0,0,no internet service,no internet service,1,0,female,0,1,1,6,3077-rsntj,0,0.6566666666666666,0
month-to-month,1,mailed check,50.15,2139.1,dsl,0,0,0,0,no,no,1,1,female,0,0,0,44,3078-ndxxg,,1.6716666666666666,2
two year,1,bank transfer (automatic),19.75,246.7,no,0,0,0,0,no internet service,no internet service,1,0,female,0,1,1,13,3078-zknts,0,0.6583333333333333,0
one year,0,bank transfer (automatic),19.9,942.95,no,0,0,0,0,no internet service,no internet service,1,0,male,0,1,0,47,3079-bchln,0,0.6633333333333333,0
month-to-month,0,credit card (automatic),29.8,94.4,dsl,0,1,0,0,no,no,0,0,male,0,1,0,3,3082-vqxnh,0,0.9933333333333334,0
one year,0,mailed check,19.65,228.65,no,0,0,0,0,no internet service,no internet service,1,0,male,1,1,0,14,3082-wqrvy,0,0.6549999999999999,0
two year,1,bank transfer (automatic),77.15,1759.4,dsl,1,0,1,1,yes,no,1,1,female,0,1,1,23,3082-yvekw,0,2.5716666666666668,0
two year,0,bank transfer (automatic),92.0,6474.4,dsl,1,1,1,1,yes,yes,1,1,female,0,1,0,72,3084-dowle,0,3.066666666666667,0
month-to-month,0,mailed check,43.95,43.95,dsl,0,0,0,0,no,no,1,0,female,0,0,0,1,3085-quozk,1,1.465,1
month-to-month,1,bank transfer (automatic),103.1,6595.0,fiber optic,1,1,1,1,no,yes,1,1,female,0,0,0,66,3086-rucrn,0,3.4366666666666665,0
two year,0,credit card (automatic),25.55,1336.1,no,0,0,0,0,no internet service,no internet service,1,1,male,0,1,1,53,3088-fvywk,0,0.8516666666666667,0
